PurchaseID,Date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35
862,3/21/2001,bagels,bagels,yogurt,mixes,paper towels,cereals,hand soap,beef,soda,beef,bagels,vegetables,yogurt,mixes,milk,aluminum foil,ketchup,juice,sandwich loaves,toilet paper,fruits,laundry detergent,spaghetti sauce,aluminum foil,vegetables,bagels,juice,coffee/tea,pasta,laundry detergent,,,,,
863,3/21/2001,bagels,ice cream,individual meals,lunch meat,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,3/22/2001,juice,poultry,sandwich bags,pork,cheeses,cheeses,milk,hand soap,dinner rolls,aluminum foil,butter,poultry,sandwich bags,lunch meat,sandwich bags,,,,,,,,,,,,,,,,,,,,
865,3/22/2001,vegetables,spaghetti sauce,individual meals,milk,fruits,bagels,ice cream,cereals,hand soap,,,,,,,,,,,,,,,,,,,,,,,,,,
866,3/23/2001,ketchup,individual meals,beef,toilet paper,juice,soap,coffee/tea,tortillas,vegetables,cereals,juice,laundry detergent,all- purpose,laundry detergent,butter,beef,tortillas,spaghetti sauce,sandwich bags,bagels,mixes,sandwich loaves,laundry detergent,pork,cereals,coffee/tea,paper towels,lunch meat,spaghetti sauce,fruits,,,,,
867,3/23/2001,toilet paper,sandwich bags,butter,paper towels,soap,dinner rolls,toilet paper,juice,juice,ice cream,eggs,butter,butter,toilet paper,vegetables,paper towels,lunch meat,paper towels,waffles,butter,flour,,,,,,,,,,,,,,
868,3/23/2001,pork,shampoo,paper towels,tortillas,mixes,paper towels,lunch meat,spaghetti sauce,sandwich loaves,laundry detergent,,,,,,,,,,,,,,,,,,,,,,,,,
869,3/23/2001,cereals,eggs,laundry detergent,soap,pasta,beef,laundry detergent,juice,poultry,poultry,bagels,laundry detergent,sandwich loaves,poultry,vegetables,spaghetti sauce,vegetables,vegetables,butter,spaghetti sauce,cheeses,soda,vegetables,,,,,,,,,,,,
870,3/23/2001,bagels,sugar,butter,shampoo,yogurt,shampoo,all- purpose,paper towels,tortillas,aluminum foil,lunch meat,vegetables,vegetables,soda,,,,,,,,,,,,,,,,,,,,,
871,3/24/2001,flour,ketchup,flour,aluminum foil,milk,individual meals,eggs,soap,vegetables,aluminum foil,pasta,tortillas,sandwich loaves,tortillas,shampoo,individual meals,beef,eggs,fruits,coffee/tea,hand soap,lunch meat,,,,,,,,,,,,,
872,3/25/2001,spaghetti sauce,milk,fruits,tortillas,waffles,tortillas,eggs,mixes,soda,all- purpose,shampoo,all- purpose,all- purpose,poultry,sugar,tortillas,soap,butter,poultry,ice cream,soda,dishwashing liquid/detergent,cheeses,laundry detergent,pasta,,,,,,,,,,
873,3/26/2001,vegetables,toilet paper,paper towels,milk,fruits,lunch meat,laundry detergent,bagels,butter,tortillas,milk,coffee/tea,pasta,soda,dishwashing liquid/detergent,spaghetti sauce,bagels,soda,tortillas,coffee/tea,sugar,tortillas,vegetables,spaghetti sauce,waffles,individual meals,dishwashing liquid/detergent,,,,,,,,
874,3/26/2001,cheeses,shampoo,aluminum foil,individual meals,dishwashing liquid/detergent,milk,flour,soap,lunch meat,soap,toilet paper,shampoo,dinner rolls,,,,,,,,,,,,,,,,,,,,,,
875,3/26/2001,vegetables,eggs,soap,butter,cheeses,dinner rolls,yogurt,sugar,soap,coffee/tea,soda,,,,,,,,,,,,,,,,,,,,,,,,
876,3/27/2001,spaghetti sauce,pasta,toilet paper,juice,shampoo,cereals,yogurt,soda,vegetables,ice cream,sugar,mixes,vegetables,ice cream,dinner rolls,shampoo,eggs,yogurt,shampoo,dishwashing liquid/detergent,cheeses,poultry,eggs,sandwich loaves,sugar,laundry detergent,eggs,lunch meat,juice,aluminum foil,shampoo,beef,bagels,,
877,3/27/2001,sandwich bags,ketchup,poultry,ice cream,cereals,beef,milk,mixes,laundry detergent,aluminum foil,yogurt,juice,soda,dishwashing liquid/detergent,butter,all- purpose,vegetables,pork,butter,waffles,,,,,,,,,,,,,,,
878,3/27/2001,milk,vegetables,cheeses,vegetables,mixes,dinner rolls,toilet paper,aluminum foil,pasta,fruits,fruits,dishwashing liquid/detergent,hand soap,butter,lunch meat,individual meals,ice cream,eggs,vegetables,all- purpose,sandwich bags,sandwich loaves,paper towels,bagels,milk,vegetables,shampoo,poultry,,,,,,,
879,3/28/2001,cheeses,juice,pork,milk,pasta,cereals,ice cream,aluminum foil,tortillas,mixes,poultry,dinner rolls,all- purpose,hand soap,tortillas,,,,,,,,,,,,,,,,,,,,
880,3/29/2001,tortillas,soap,vegetables,pork,cheeses,poultry,cereals,individual meals,beef,ketchup,hand soap,dishwashing liquid/detergent,soda,vegetables,bagels,vegetables,sandwich bags,soap,dinner rolls,mixes,,,,,,,,,,,,,,,
881,3/29/2001,tortillas,cereals,mixes,cheeses,paper towels,bagels,cheeses,cereals,sandwich bags,individual meals,tortillas,aluminum foil,waffles,sandwich bags,beef,individual meals,,,,,,,,,,,,,,,,,,,
882,3/30/2001,all- purpose,beef,vegetables,soda,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,3/30/2001,soda,pasta,cheeses,eggs,flour,ketchup,laundry detergent,dishwashing liquid/detergent,tortillas,butter,,,,,,,,,,,,,,,,,,,,,,,,,
884,3/31/2001,vegetables,fruits,soda,eggs,dinner rolls,pasta,pasta,vegetables,sandwich loaves,sandwich loaves,ketchup,bagels,ice cream,flour,soda,juice,flour,dishwashing liquid/detergent,paper towels,waffles,dishwashing liquid/detergent,individual meals,cheeses,,,,,,,,,,,,
885,3/31/2001,spaghetti sauce,pork,laundry detergent,aluminum foil,lunch meat,ice cream,laundry detergent,vegetables,pork,dishwashing liquid/detergent,individual meals,hand soap,butter,coffee/tea,pork,tortillas,juice,sandwich bags,coffee/tea,,,,,,,,,,,,,,,,
886,3/31/2001,bagels,mixes,vegetables,soap,yogurt,laundry detergent,dinner rolls,waffles,mixes,spaghetti sauce,cheeses,butter,sandwich loaves,butter,milk,yogurt,vegetables,poultry,sugar,sugar,hand soap,sandwich loaves,poultry,vegetables,poultry,pork,hand soap,,,,,,,,
887,3/31/2001,shampoo,soap,milk,soda,soap,poultry,yogurt,waffles,soap,toilet paper,juice,juice,individual meals,soap,bagels,toilet paper,paper towels,sandwich bags,cheeses,waffles,vegetables,spaghetti sauce,eggs,toilet paper,dinner rolls,juice,lunch meat,paper towels,spaghetti sauce,,,,,,
888,3/31/2001,hand soap,vegetables,ketchup,all- purpose,paper towels,lunch meat,aluminum foil,beef,dishwashing liquid/detergent,sandwich loaves,laundry detergent,cereals,ice cream,waffles,vegetables,soap,fruits,waffles,cereals,toilet paper,coffee/tea,soap,cheeses,sandwich bags,vegetables,hand soap,spaghetti sauce,butter,pork,vegetables,bagels,hand soap,,,
889,4/1/2001,cheeses,vegetables,spaghetti sauce,vegetables,paper towels,paper towels,laundry detergent,fruits,butter,sandwich bags,aluminum foil,yogurt,juice,flour,shampoo,mixes,aluminum foil,paper towels,laundry detergent,toilet paper,juice,soda,sandwich bags,cereals,sandwich bags,dinner rolls,,,,,,,,,
890,4/1/2001,waffles,spaghetti sauce,cereals,soap,sandwich bags,individual meals,sandwich loaves,poultry,soap,bagels,dinner rolls,fruits,sandwich bags,dinner rolls,individual meals,yogurt,coffee/tea,juice,cheeses,soda,sugar,fruits,sandwich loaves,individual meals,aluminum foil,,,,,,,,,,
891,4/2/2001,vegetables,ketchup,tortillas,lunch meat,poultry,paper towels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,4/3/2001,eggs,dinner rolls,sandwich loaves,yogurt,all- purpose,flour,yogurt,pork,butter,dinner rolls,poultry,laundry detergent,juice,spaghetti sauce,yogurt,butter,yogurt,vegetables,tortillas,,,,,,,,,,,,,,,,
893,4/3/2001,toilet paper,flour,laundry detergent,vegetables,toilet paper,lunch meat,cheeses,sandwich bags,sugar,juice,eggs,yogurt,tortillas,cheeses,eggs,sandwich loaves,soda,poultry,flour,spaghetti sauce,pork,ketchup,spaghetti sauce,shampoo,yogurt,hand soap,dinner rolls,spaghetti sauce,flour,eggs,waffles,dishwashing liquid/detergent,,,
894,4/3/2001,eggs,dinner rolls,mixes,soap,ice cream,poultry,laundry detergent,coffee/tea,vegetables,soda,aluminum foil,cereals,paper towels,beef,vegetables,dishwashing liquid/detergent,hand soap,vegetables,milk,ice cream,tortillas,milk,pasta,fruits,beef,vegetables,poultry,cereals,sugar,tortillas,soda,soap,aluminum foil,flour,
895,4/4/2001,pasta,mixes,poultry,sandwich bags,milk,tortillas,aluminum foil,fruits,cheeses,ice cream,yogurt,mixes,dinner rolls,poultry,pork,coffee/tea,fruits,aluminum foil,yogurt,coffee/tea,mixes,cereals,yogurt,,,,,,,,,,,,
896,4/5/2001,milk,aluminum foil,cheeses,sandwich loaves,waffles,all- purpose,dishwashing liquid/detergent,dishwashing liquid/detergent,vegetables,ketchup,poultry,soap,juice,spaghetti sauce,cereals,eggs,cereals,soap,juice,waffles,ice cream,vegetables,,,,,,,,,,,,,
897,4/6/2001,vegetables,flour,ice cream,milk,soda,flour,soap,lunch meat,individual meals,beef,beef,ice cream,bagels,poultry,milk,vegetables,paper towels,vegetables,aluminum foil,toilet paper,fruits,hand soap,,,,,,,,,,,,,
898,4/6/2001,bagels,hand soap,tortillas,pasta,yogurt,vegetables,flour,pasta,cereals,sugar,vegetables,vegetables,vegetables,hand soap,coffee/tea,toilet paper,,,,,,,,,,,,,,,,,,,
899,4/6/2001,toilet paper,aluminum foil,poultry,sandwich bags,aluminum foil,vegetables,dinner rolls,ice cream,vegetables,cheeses,paper towels,eggs,waffles,dinner rolls,ice cream,yogurt,soda,pasta,all- purpose,spaghetti sauce,cereals,,,,,,,,,,,,,,
900,4/6/2001,pasta,tortillas,soda,dinner rolls,vegetables,poultry,yogurt,juice,juice,butter,dinner rolls,juice,aluminum foil,eggs,sandwich loaves,dinner rolls,sandwich bags,tortillas,dinner rolls,dinner rolls,,,,,,,,,,,,,,,
901,4/7/2001,fruits,bagels,pasta,tortillas,coffee/tea,bagels,sugar,ketchup,fruits,juice,lunch meat,sandwich bags,,,,,,,,,,,,,,,,,,,,,,,
902,4/7/2001,hand soap,individual meals,laundry detergent,beef,ketchup,ketchup,milk,pasta,aluminum foil,spaghetti sauce,dinner rolls,cereals,flour,vegetables,pork,dishwashing liquid/detergent,waffles,cereals,waffles,flour,mixes,toilet paper,coffee/tea,ketchup,sandwich bags,poultry,,,,,,,,,
903,4/7/2001,ice cream,all- purpose,waffles,cereals,lunch meat,cheeses,juice,individual meals,spaghetti sauce,lunch meat,paper towels,dishwashing liquid/detergent,cereals,milk,,,,,,,,,,,,,,,,,,,,,
904,4/7/2001,ice cream,toilet paper,pasta,pork,flour,dishwashing liquid/detergent,cereals,juice,milk,shampoo,individual meals,pork,soap,sandwich loaves,,,,,,,,,,,,,,,,,,,,,
905,4/8/2001,aluminum foil,vegetables,fruits,cheeses,vegetables,cheeses,toilet paper,fruits,lunch meat,vegetables,bagels,laundry detergent,aluminum foil,vegetables,vegetables,,,,,,,,,,,,,,,,,,,,
906,4/9/2001,laundry detergent,coffee/tea,dishwashing liquid/detergent,toilet paper,vegetables,cheeses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,4/9/2001,paper towels,vegetables,flour,soda,sandwich loaves,beef,vegetables,flour,sandwich loaves,,,,,,,,,,,,,,,,,,,,,,,,,,
908,4/10/2001,poultry,flour,milk,soap,soap,pasta,ice cream,aluminum foil,sandwich bags,individual meals,soap,bagels,soap,toilet paper,soap,mixes,vegetables,vegetables,dishwashing liquid/detergent,individual meals,vegetables,eggs,shampoo,waffles,yogurt,individual meals,individual meals,dishwashing liquid/detergent,pasta,vegetables,soap,juice,dishwashing liquid/detergent,pasta,
909,4/10/2001,ice cream,vegetables,coffee/tea,coffee/tea,vegetables,eggs,juice,soap,butter,tortillas,poultry,,,,,,,,,,,,,,,,,,,,,,,,
910,4/11/2001,sandwich bags,individual meals,toilet paper,all- purpose,laundry detergent,butter,aluminum foil,pasta,ice cream,individual meals,individual meals,vegetables,soda,,,,,,,,,,,,,,,,,,,,,,
911,4/12/2001,cereals,sandwich loaves,butter,laundry detergent,vegetables,eggs,bagels,pasta,aluminum foil,sugar,sandwich loaves,dinner rolls,ketchup,tortillas,bagels,aluminum foil,hand soap,toilet paper,,,,,,,,,,,,,,,,,
912,4/13/2001,bagels,sugar,yogurt,poultry,vegetables,beef,cereals,fruits,milk,all- purpose,dinner rolls,coffee/tea,juice,dishwashing liquid/detergent,tortillas,vegetables,tortillas,poultry,aluminum foil,tortillas,sugar,mixes,coffee/tea,sandwich loaves,beef,yogurt,flour,flour,bagels,,,,,,
913,4/14/2001,cheeses,eggs,yogurt,butter,toilet paper,eggs,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,4/14/2001,tortillas,milk,coffee/tea,vegetables,soda,milk,individual meals,sandwich loaves,pasta,eggs,yogurt,vegetables,sandwich bags,vegetables,milk,lunch meat,cereals,pork,pasta,eggs,hand soap,cheeses,vegetables,bagels,cereals,individual meals,individual meals,beef,laundry detergent,spaghetti sauce,,,,,
915,4/15/2001,toilet paper,cheeses,vegetables,cereals,ice cream,pork,waffles,laundry detergent,cheeses,tortillas,cereals,all- purpose,vegetables,sandwich bags,soda,soap,toilet paper,sugar,cheeses,coffee/tea,yogurt,vegetables,waffles,milk,laundry detergent,ketchup,,,,,,,,,
916,4/16/2001,bagels,toilet paper,butter,pork,juice,soda,yogurt,toilet paper,sandwich bags,paper towels,dinner rolls,lunch meat,lunch meat,pork,shampoo,dinner rolls,individual meals,pasta,individual meals,toilet paper,lunch meat,waffles,waffles,mixes,tortillas,coffee/tea,fruits,sugar,,,,,,,
917,4/17/2001,laundry detergent,flour,mixes,all- purpose,ketchup,hand soap,waffles,sugar,all- purpose,soap,sandwich loaves,aluminum foil,cheeses,toilet paper,spaghetti sauce,coffee/tea,mixes,sandwich bags,all- purpose,tortillas,butter,spaghetti sauce,all- purpose,coffee/tea,soda,dishwashing liquid/detergent,pasta,ketchup,shampoo,spaghetti sauce,mixes,yogurt,,,
918,4/17/2001,beef,paper towels,pasta,ice cream,spaghetti sauce,sandwich loaves,individual meals,all- purpose,aluminum foil,aluminum foil,toilet paper,lunch meat,,,,,,,,,,,,,,,,,,,,,,,
919,4/18/2001,tortillas,dishwashing liquid/detergent,soda,sugar,milk,beef,all- purpose,paper towels,toilet paper,eggs,dishwashing liquid/detergent,aluminum foil,lunch meat,all- purpose,ice cream,tortillas,lunch meat,paper towels,dishwashing liquid/detergent,individual meals,soda,all- purpose,paper towels,aluminum foil,pasta,vegetables,vegetables,dishwashing liquid/detergent,hand soap,cereals,dinner rolls,pasta,dishwashing liquid/detergent,shampoo,
920,4/19/2001,fruits,ice cream,shampoo,pasta,bagels,coffee/tea,waffles,soda,dinner rolls,hand soap,laundry detergent,coffee/tea,eggs,sugar,coffee/tea,,,,,,,,,,,,,,,,,,,,
921,4/19/2001,juice,eggs,hand soap,yogurt,sugar,vegetables,sandwich loaves,all- purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,4/20/2001,cereals,ice cream,dishwashing liquid/detergent,vegetables,coffee/tea,milk,paper towels,laundry detergent,poultry,sandwich bags,milk,poultry,eggs,,,,,,,,,,,,,,,,,,,,,,
923,4/21/2001,vegetables,dishwashing liquid/detergent,eggs,cereals,vegetables,vegetables,individual meals,eggs,soda,poultry,eggs,tortillas,tortillas,toilet paper,soda,bagels,,,,,,,,,,,,,,,,,,,
924,4/21/2001,shampoo,sandwich loaves,sugar,dinner rolls,individual meals,dinner rolls,cereals,spaghetti sauce,hand soap,poultry,waffles,poultry,cheeses,ice cream,sandwich loaves,poultry,yogurt,lunch meat,lunch meat,beef,juice,juice,pasta,bagels,coffee/tea,vegetables,,,,,,,,,
925,4/21/2001,dishwashing liquid/detergent,soap,individual meals,pork,coffee/tea,aluminum foil,cereals,poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,4/22/2001,sandwich loaves,eggs,sandwich loaves,milk,lunch meat,spaghetti sauce,milk,ice cream,all- purpose,ketchup,all- purpose,poultry,ice cream,poultry,dinner rolls,individual meals,soap,juice,coffee/tea,fruits,soda,juice,waffles,laundry detergent,vegetables,sandwich loaves,dinner rolls,yogurt,tortillas,,,,,,
927,4/22/2001,lunch meat,all- purpose,spaghetti sauce,dinner rolls,soda,juice,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,4/23/2001,bagels,beef,spaghetti sauce,fruits,poultry,shampoo,yogurt,ice cream,dinner rolls,,,,,,,,,,,,,,,,,,,,,,,,,,
929,4/23/2001,dishwashing liquid/detergent,paper towels,pasta,juice,milk,pasta,hand soap,mixes,eggs,vegetables,mixes,dinner rolls,flour,pork,paper towels,vegetables,vegetables,sandwich bags,beef,fruits,aluminum foil,yogurt,cheeses,juice,vegetables,ketchup,dinner rolls,yogurt,spaghetti sauce,bagels,vegetables,,,,
930,4/23/2001,sandwich bags,individual meals,sandwich bags,beef,poultry,aluminum foil,toilet paper,pork,cheeses,dishwashing liquid/detergent,flour,pasta,coffee/tea,pork,butter,,,,,,,,,,,,,,,,,,,,
931,4/23/2001,vegetables,juice,ice cream,dishwashing liquid/detergent,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,4/23/2001,waffles,paper towels,aluminum foil,pork,soda,shampoo,pork,waffles,hand soap,sugar,sugar,yogurt,all- purpose,pasta,individual meals,hand soap,soda,bagels,fruits,paper towels,hand soap,pasta,laundry detergent,bagels,bagels,sugar,toilet paper,paper towels,aluminum foil,juice,yogurt,,,,
933,4/23/2001,dishwashing liquid/detergent,ketchup,vegetables,soda,fruits,lunch meat,fruits,waffles,cereals,dinner rolls,,,,,,,,,,,,,,,,,,,,,,,,,
934,4/24/2001,juice,soda,vegetables,poultry,vegetables,sugar,toilet paper,vegetables,toilet paper,shampoo,sandwich loaves,vegetables,aluminum foil,pork,individual meals,eggs,soda,juice,dishwashing liquid/detergent,sugar,yogurt,dinner rolls,soap,pork,shampoo,waffles,flour,pasta,vegetables,flour,vegetables,,,,
935,4/24/2001,sugar,cereals,soap,cheeses,individual meals,flour,bagels,all- purpose,fruits,bagels,yogurt,bagels,flour,poultry,,,,,,,,,,,,,,,,,,,,,
936,4/25/2001,soda,laundry detergent,pork,yogurt,vegetables,fruits,paper towels,bagels,eggs,waffles,beef,individual meals,paper towels,vegetables,cereals,vegetables,cheeses,aluminum foil,cheeses,lunch meat,vegetables,spaghetti sauce,vegetables,sandwich bags,spaghetti sauce,,,,,,,,,,
937,4/26/2001,butter,fruits,hand soap,vegetables,dishwashing liquid/detergent,bagels,flour,laundry detergent,aluminum foil,laundry detergent,all- purpose,,,,,,,,,,,,,,,,,,,,,,,,
938,4/27/2001,cheeses,fruits,beef,all- purpose,vegetables,dinner rolls,waffles,vegetables,individual meals,dinner rolls,eggs,laundry detergent,pork,yogurt,soda,butter,butter,dishwashing liquid/detergent,toilet paper,cereals,aluminum foil,mixes,ice cream,,,,,,,,,,,,
939,4/28/2001,paper towels,pasta,pork,flour,coffee/tea,waffles,mixes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,4/29/2001,all- purpose,toilet paper,soap,juice,toilet paper,eggs,beef,shampoo,tortillas,soda,waffles,waffles,eggs,lunch meat,spaghetti sauce,shampoo,ice cream,all- purpose,pork,soda,individual meals,butter,sandwich bags,vegetables,laundry detergent,cheeses,,,,,,,,,
941,4/29/2001,poultry,ice cream,sandwich bags,flour,juice,dinner rolls,coffee/tea,cheeses,butter,vegetables,aluminum foil,fruits,pork,tortillas,sandwich loaves,dishwashing liquid/detergent,spaghetti sauce,lunch meat,,,,,,,,,,,,,,,,,
942,4/30/2001,yogurt,butter,bagels,ice cream,vegetables,pork,individual meals,ice cream,beef,aluminum foil,pork,,,,,,,,,,,,,,,,,,,,,,,,
943,4/30/2001,eggs,coffee/tea,sandwich bags,ice cream,sandwich loaves,paper towels,fruits,sandwich bags,cereals,mixes,milk,paper towels,tortillas,yogurt,individual meals,fruits,lunch meat,vegetables,butter,sugar,pork,dishwashing liquid/detergent,cereals,ice cream,soda,toilet paper,shampoo,lunch meat,cheeses,all- purpose,beef,,,,
944,5/1/2001,pasta,waffles,vegetables,flour,aluminum foil,mixes,dishwashing liquid/detergent,shampoo,flour,spaghetti sauce,sandwich loaves,waffles,yogurt,sugar,toilet paper,soap,cereals,soda,shampoo,soda,hand soap,,,,,,,,,,,,,,
945,5/1/2001,cereals,dinner rolls,beef,tortillas,fruits,poultry,beef,yogurt,butter,sugar,milk,butter,sugar,toilet paper,cheeses,bagels,soda,vegetables,butter,bagels,ketchup,flour,individual meals,spaghetti sauce,,,,,,,,,,,
946,5/1/2001,dishwashing liquid/detergent,dishwashing liquid/detergent,tortillas,shampoo,butter,dishwashing liquid/detergent,butter,juice,beef,sandwich loaves,mixes,paper towels,vegetables,soap,soap,,,,,,,,,,,,,,,,,,,,
947,5/2/2001,bagels,sugar,dinner rolls,soap,toilet paper,aluminum foil,butter,ketchup,butter,yogurt,soda,juice,spaghetti sauce,butter,soap,eggs,sandwich loaves,sandwich loaves,all- purpose,butter,bagels,beef,dinner rolls,ketchup,paper towels,yogurt,soda,coffee/tea,aluminum foil,shampoo,soap,vegetables,toilet paper,,
948,5/3/2001,toilet paper,lunch meat,waffles,flour,vegetables,individual meals,soap,hand soap,vegetables,dishwashing liquid/detergent,soda,,,,,,,,,,,,,,,,,,,,,,,,
949,5/3/2001,waffles,vegetables,laundry detergent,flour,dishwashing liquid/detergent,paper towels,sugar,pork,coffee/tea,individual meals,ice cream,soap,poultry,all- purpose,individual meals,vegetables,vegetables,soap,eggs,sandwich loaves,pork,sugar,vegetables,,,,,,,,,,,,
